investor,startup,roundId,investmentType,amountUSD,date,year
Matrix Partners India and Zodius Capital,Ofbusiness,round_204,Private Equity,29000000.0,2018-07-17,2018
Kingsway FCI Fund,Cars24,round_205,Private Equity,49700000.0,2018-07-17,2018
KCK Global & Others,Cars24,round_205,Private Equity,49700000.0,2018-07-17,2018
Omidyar Network & Others,The Ken,round_206,Seed / Angel,1500000.0,2018-07-18,2018
TPG Growth,Book My Show,round_207,Private Equity,100000000.0,2018-07-19,2018
The Rise Fund & Others,Book My Show,round_207,Private Equity,100000000.0,2018-07-19,2018
PayU & Others,PaySense,round_209,Private Equity,18000000.0,2018-07-21,2018
AngelList,VTION,round_211,Seed / Angel,280000.0,2018-07-23,2018
Rahul Khanna,VTION,round_211,Seed / Angel,280000.0,2018-07-23,2018
Rajeev Arora and Ram Ramsundar.,VTION,round_211,Seed / Angel,280000.0,2018-07-23,2018
Metaform Ventures,Log9 Materials,round_212,Seed / Angel,436000.0,2018-07-23,2018
Hemant Luthra,Log9 Materials,round_212,Seed / Angel,436000.0,2018-07-23,2018
Micro venture capital firm GEMS Partners and Others,Log9 Materials,round_212,Seed / Angel,436000.0,2018-07-23,2018
Gray Matters,kidovators,round_213,Seed / Angel,180000.0,2018-07-24,2018
Fairfax,Digit,round_214,Private Equity,45000000.0,2018-07-24,2018
Allcargo Logistics,Black Soil,round_215,Private Equity,17000000.0,2018-07-25,2018
Navneet Education and Mahavir Agency,Black Soil,round_215,Private Equity,17000000.0,2018-07-25,2018
BeeNext,Trell,round_216,Seed / Angel,1250000.0,2018-07-25,2018
WEH Ventures and Sprout Ventures,Trell,round_216,Seed / Angel,1250000.0,2018-07-25,2018
Ventureast and Exfinity,iqlect,round_217,Seed / Angel,2500000.0,2018-07-25,2018
Bharat Innovation,Entropik,round_218,Seed / Angel,1100000.0,2018-07-26,2018
IDFC-Parampara Capital,Entropik,round_218,Seed / Angel,1100000.0,2018-07-26,2018
Arthavida Ventures,Entropik,round_218,Seed / Angel,1100000.0,2018-07-26,2018
Jitendra Gupta & Others,Entropik,round_218,Seed / Angel,1100000.0,2018-07-26,2018
MakeMyTrip,Bitla Software,round_219,Private Equity,,2018-07-26,2018
Lindwall Family Investments LLC (LFI),TheCapitalNet,round_220,Private Equity,500000.0,2018-07-26,2018
Amazon Alexa Fund & Dentsu Ventures,Shuttl,round_221,Private Equity,11000000.0,2018-07-30,2018
IDG Ventures,Cure Fit,round_222,Private Equity,120000000.0,2018-07-30,2018
Accel Partners,Cure Fit,round_222,Private Equity,120000000.0,2018-07-30,2018
Kalaari Capital and Others,Cure Fit,round_222,Private Equity,120000000.0,2018-07-30,2018
TPG,Five Star Group,round_223,Private Equity,100000000.0,2018-07-31,2018
Norwest Venture Partners,Five Star Group,round_223,Private Equity,100000000.0,2018-07-31,2018
Sequoia Capital & Matrix Partners,Five Star Group,round_223,Private Equity,100000000.0,2018-07-31,2018
Kantilal Patel,Healthsignz,round_224,Seed / Angel,5000000.0,2018-07-31,2018
Sabre Partners,CoinTribe,round_225,Private Equity,10000000.0,2018-06-01,2018
Puneet Dalmia & Others,CoinTribe,round_225,Private Equity,10000000.0,2018-06-01,2018
Aspire Logistics LLC,Digiconectt,round_226,Seed / Angel,125000.0,2018-06-04,2018
Bhairavi Jani,Kashmir Box,round_227,Seed / Angel,,2018-06-04,2018
Alok Divatia,Kashmir Box,round_227,Seed / Angel,,2018-06-04,2018
Namrata Kaul,Kashmir Box,round_227,Seed / Angel,,2018-06-04,2018
Sohail Hashemi,Kashmir Box,round_227,Seed / Angel,,2018-06-04,2018
Aijaz Saleem,Kashmir Box,round_227,Seed / Angel,,2018-06-04,2018
Anil Advani,Crowdera,round_228,Seed / Angel,,2018-06-05,2018
Pramod Jain,Crowdera,round_228,Seed / Angel,,2018-06-05,2018
Amrendra Reddy and Manish Satnaliwala.,Crowdera,round_228,Seed / Angel,,2018-06-05,2018
NB Ventures and Others,Zoctr,round_229,Seed / Angel,,2018-06-05,2018
Oman India Joint Investment Fund (OIJIF),Annapurna Finance,round_230,Private Equity,23000000.0,2018-06-07,2018
Sequoia Capital India,Meesho,round_231,Private Equity,11500000.0,2018-06-07,2018
SAIF Partners,Meesho,round_231,Private Equity,11500000.0,2018-06-07,2018
Y Combinator and Venture Highway,Meesho,round_231,Private Equity,11500000.0,2018-06-07,2018
CapitalG,AyeFinance,round_232,Private Equity,21500000.0,2018-06-10,2018
SAIF Partners and LGT Impact Ventures,AyeFinance,round_232,Private Equity,21500000.0,2018-06-10,2018
Mumbai Angels Network,Theranosis,round_233,Seed / Angel,,2018-06-11,2018
Alpha Capital,Alpha Capital,round_234,Private Equity,14800000.0,2018-06-12,2018
Paragon Partners,eshakti,round_235,Private Equity,10100000.0,2018-06-12,2018
Saama Capital and Sequoia Capital,Daily Ninja,round_236,Seed / Angel,3000000.0,2018-06-12,2018
Spiral Ventures,NirogStreet,round_237,Seed / Angel,300000.0,2018-06-13,2018
Subho Ray and Samir Kumar,NirogStreet,round_237,Seed / Angel,300000.0,2018-06-13,2018
LetsVenture,Nivesh,round_238,Seed / Angel,450000.0,2018-06-13,2018
Rajan Anandan,Nivesh,round_238,Seed / Angel,450000.0,2018-06-13,2018
Basab Pradhan,Nivesh,round_238,Seed / Angel,450000.0,2018-06-13,2018
Vivek Khare and Bijoy George,Nivesh,round_238,Seed / Angel,450000.0,2018-06-13,2018
Rannvijay Singha,What\\xe2\\x80\\x99s Up Life,round_239,Seed / Angel,,2018-06-13,2018
Brand Capital,HomeLane,round_240,Seed / Angel,3450000.0,2018-06-14,2018
Helix Investments,Network Intelligence,round_241,Private Equity,4800000.0,2018-06-14,2018
Lighthouse Funds & Thuasne Participations,Tynor Othontics,round_242,Private Equity,21000000.0,2018-06-18,2018
Hyperplane Venture Capital and several angel investors,Elucidata,round_243,Seed / Angel,1700000.0,2018-06-18,2018
Menterra Venture & Artha Initiatives,Chrysalis,round_244,Seed / Angel,,2018-06-19,2018
Shorooq Investments,RentSher,round_245,Seed / Angel,1100000.0,2018-06-19,2018
LetsVenture & Others,RentSher,round_245,Seed / Angel,1100000.0,2018-06-19,2018
Accel Partners,Drip capital,round_246,Private Equity,15000000.0,2018-06-20,2018
Sequoia India,Drip capital,round_246,Private Equity,15000000.0,2018-06-20,2018
Y Combinator and others.,Drip capital,round_246,Private Equity,15000000.0,2018-06-20,2018
Sequoia Capital,WickedRide,round_247,Private Equity,9100000.0,2018-06-22,2018
Accel Partners & Raghunandan Gangappa,WickedRide,round_247,Private Equity,9100000.0,2018-06-22,2018
SoftBank Vision Fund & Info Edge (India) Ltd,PolicyBazaar,round_248,Private Equity,200000000.0,2018-06-25,2018
Diageo India,HipBar,round_249,Private Equity,4000000.0,2018-06-25,2018
Equanimity Venture Fund,Sqqrl,round_250,Seed / Angel,1000000.0,2018-06-25,2018
One 97 Communications,Paytm,round_251,Private Equity,8950000.0,2018-06-26,2018
Accel Partners,Sigtuple,round_252,Private Equity,19000000.0,2018-06-26,2018
IDG Venture,Sigtuple,round_252,Private Equity,19000000.0,2018-06-26,2018
"Endiya Partners, pi Ventures",Sigtuple,round_252,Private Equity,19000000.0,2018-06-26,2018
VH Capital,Sigtuple,round_252,Private Equity,19000000.0,2018-06-26,2018
Axilor Ventures and Binny Bansal,Sigtuple,round_252,Private Equity,19000000.0,2018-06-26,2018
Undisclosed Existing Investors As Well As The Tamarind Family Trust,Wow Express,round_253,Private Equity,4500000.0,2018-06-27,2018
Speciale Invest & Others,Front Desk AI,round_254,Seed / Angel,1100000.0,2018-06-28,2018
Leo Capital,Edureka,round_255,Seed / Angel,2000000.0,2018-06-28,2018
Shiva Gunapu & Others,Numeroseven,round_256,Seed / Angel,,2018-06-29,2018
Unknown High Net-Worth Individuals,OpenTap,round_257,Seed / Angel,450000.0,2018-05-02,2018
B Capital,Bizongo,round_258,Private Equity,22000000.0,2018-05-02,2018
International Finance Corporation (IFC),Bizongo,round_258,Private Equity,22000000.0,2018-05-02,2018
Accel Partners and IDG Ventures,Bizongo,round_258,Private Equity,22000000.0,2018-05-02,2018
IL&FS Private Equity,Disprz,round_259,Seed / Angel,2500000.0,2018-05-03,2018
Kae Capital & Others,Disprz,round_259,Seed / Angel,2500000.0,2018-05-03,2018
Unitus Ventures,i3sysytems,round_261,Seed / Angel,1000000.0,2018-05-09,2018
Behram Vakil and Jerxis Vandrevala,i3sysytems,round_261,Seed / Angel,1000000.0,2018-05-09,2018
Rairah Corporation,Earth Food,round_262,Seed / Angel,949000.0,2018-05-11,2018
Sunil Munjal,Nykaa,round_263,Private Equity,24000000.0,2018-05-14,2018
Harsh Mariwala,Nykaa,round_263,Private Equity,24000000.0,2018-05-14,2018
Dalip Pathak and Others,Nykaa,round_263,Private Equity,24000000.0,2018-05-14,2018
Prime Venture Partners,mfine,round_264,Private Equity,4200000.0,2018-05-16,2018
Stellaris Venture Partners and Mayur Abhaya Srisrimal,mfine,round_264,Private Equity,4200000.0,2018-05-16,2018
Blume ventures,Rocketium,round_265,Seed / Angel,300000.0,2018-05-21,2018
Kalaari Capital,MilkBasket,round_266,Private Equity,7000000.0,2018-05-21,2018
Unilever Ventures and Blume Ventures,MilkBasket,round_266,Private Equity,7000000.0,2018-05-21,2018
Credika and unnamed angel investors,Vola,round_267,Seed / Angel,500000.0,2018-05-22,2018
LetsVenture,Cashkumar,round_268,Seed / Angel,735000.0,2018-05-22,2018
RS Shanbag,Edyoo,round_269,Seed / Angel,735000.0,2018-05-23,2018
Insistor,Aashiyaan,round_270,Seed / Angel,2000000.0,2018-05-23,2018
Oikocredit,Aashiyaan,round_270,Seed / Angel,2000000.0,2018-05-23,2018
Ashish Kacholi,Smartivity,round_271,Seed / Angel,2000000.0,2018-05-24,2018
S Chand Group,Smartivity,round_271,Seed / Angel,2000000.0,2018-05-24,2018
Atul Gupta and Saurabh Rastogi,Bonphulapl,round_272,Seed / Angel,293000.0,2018-05-24,2018
Amazon,Acko,round_273,Seed / Angel,12000000.0,2018-05-27,2018
Ashish Dhawan,Acko,round_273,Seed / Angel,12000000.0,2018-05-27,2018
Catamaran Ventures,Acko,round_273,Seed / Angel,12000000.0,2018-05-27,2018
NR Narayana Murthy.,Acko,round_273,Seed / Angel,12000000.0,2018-05-27,2018
Prashant Mehta,HWell24,round_274,Seed / Angel,200000.0,2018-05-28,2018
Mitali Pawar,HWell24,round_274,Seed / Angel,200000.0,2018-05-28,2018
Nikhil G and Bhavesh P,HWell24,round_274,Seed / Angel,200000.0,2018-05-28,2018
R Ranganathan,HWell24,round_274,Seed / Angel,200000.0,2018-05-28,2018
ONCOTRUST and Medintel Services Pvt. Ltd,HWell24,round_274,Seed / Angel,200000.0,2018-05-28,2018
Kalaari Capital,Toffee,round_275,Seed / Angel,1500000.0,2018-05-29,2018
Omidyar Network and Accion Venture Labs,Toffee,round_275,Seed / Angel,1500000.0,2018-05-29,2018
Amazon Inc. and Mastercard,Tonetag,round_276,Private Equity,8000000.0,2018-05-29,2018
Treebo,Events High,round_277,Private Equity,,2018-05-30,2018
IndusAge Partners,Stellaps,round_278,Private Equity,14000000.0,2018-05-30,2018
Bill & Melinda Gates Foundation,Stellaps,round_278,Private Equity,14000000.0,2018-05-30,2018
Qualcomm Venture,Stellaps,round_278,Private Equity,14000000.0,2018-05-30,2018
ABB Technology Ventures,Stellaps,round_278,Private Equity,14000000.0,2018-05-30,2018
Omnivore,Stellaps,round_278,Private Equity,14000000.0,2018-05-30,2018
Blume Ventures,Stellaps,round_278,Private Equity,14000000.0,2018-05-30,2018
Venture Highway and BEENEXT,Stellaps,round_278,Private Equity,14000000.0,2018-05-30,2018
Accion Venture Lab,Credright,round_279,Seed / Angel,1300000.0,2018-05-31,2018
YourNest Venture Capital And Other Angel Investors,Credright,round_279,Seed / Angel,1300000.0,2018-05-31,2018
Exfinity Venture,Fitternity,round_280,Private Equity,2000000.0,2018-04-02,2018
Saha fund Partners,Fitternity,round_280,Private Equity,2000000.0,2018-04-02,2018
Arihant Patni of Patni Family Office,Fitternity,round_280,Private Equity,2000000.0,2018-04-02,2018
Anjali Bansal,Fitternity,round_280,Private Equity,2000000.0,2018-04-02,2018
Shardul Amarchand Mangaldas,Fitternity,round_280,Private Equity,2000000.0,2018-04-02,2018
Satish Khanna and Taparia family office.,Fitternity,round_280,Private Equity,2000000.0,2018-04-02,2018
Subhkam Ventures and Mohit Khadaria,Synctag,round_281,Seed / Angel,307600.0,2018-04-02,2018
Vishal Bali,Benepik,round_282,Seed / Angel,,2018-04-02,2018
Yogesh Misra,Benepik,round_282,Seed / Angel,,2018-04-02,2018
Thomas Assessments and others,Benepik,round_282,Seed / Angel,,2018-04-02,2018
ChrysCapital,Varthana,round_284,Private Equity,55000000.0,2018-04-04,2018
Existing investors,Varthana,round_284,Private Equity,55000000.0,2018-04-04,2018
Elevar Equity,Varthana,round_284,Private Equity,55000000.0,2018-04-04,2018
LGT Impact,Varthana,round_284,Private Equity,55000000.0,2018-04-04,2018
Omidyar Network and Kaizen Private Equity also participated in the round,Varthana,round_284,Private Equity,55000000.0,2018-04-04,2018
"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",IndigoLearn,round_285,Seed / Angel,150000.0,2018-04-05,2018
Accel Partners,Vedantu,round_286,Private Equity,10000000.0,2018-04-05,2018
Tiger Global And Others,Vedantu,round_286,Private Equity,10000000.0,2018-04-05,2018
Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Kaleidofin,round_287,Seed / Angel,2800000.0,2018-04-09,2018
Fireside Ventures,Pipabella,round_288,Seed / Angel,1000000.0,2018-04-09,2018
Matrix Partner,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Amrish Rau,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Investopad,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Digital Currency Group,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Hinduja Group,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Lightspeed India,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Eight Innovate,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Amit Ranjan,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Prashant Malik and others,Elemential,round_289,Seed / Angel,,2018-04-09,2018
Kae Capital Management,Loanzen,round_291,Seed / Angel,,2018-04-10,2018
Fundamentum,TravelTriangle,round_292,Private Equity,12000000.0,2018-04-10,2018
SAIF Partners,TravelTriangle,round_292,Private Equity,12000000.0,2018-04-10,2018
Bessemer Venture Partners,TravelTriangle,round_292,Private Equity,12000000.0,2018-04-10,2018
RB investments & Others,TravelTriangle,round_292,Private Equity,12000000.0,2018-04-10,2018
SRI Capital,Letsmd,round_293,Seed / Angel,1000000.0,2018-04-12,2018
Waterbridge Ventures and ThinKuvate,Letsmd,round_293,Seed / Angel,1000000.0,2018-04-12,2018
BlueOrchard Finance Ltd,AyeFinance,round_294,Debt,4600000.0,2018-04-12,2018
Hinduja Leyland Finance and IntelleGrow,AyeFinance,round_294,Debt,4600000.0,2018-04-12,2018
Lok Capital,mintifi,round_295,Seed / Angel,2000000.0,2018-04-13,2018
Mr. Manoj Prasad,icanstay,round_296,Seed / Angel,500000.0,2018-04-16,2018
Rajan Anandan,Pregbuddy,round_297,Seed / Angel,,2018-04-16,2018
Madhusudhan Kannan,Pregbuddy,round_297,Seed / Angel,,2018-04-16,2018
Jayant Kadambi,Pregbuddy,round_297,Seed / Angel,,2018-04-16,2018
Puneet Gupta and Pradeep K Jaisingh,Pregbuddy,round_297,Seed / Angel,,2018-04-16,2018
International Finance Corporation,Coverfox,round_298,Private Equity,22000000.0,2018-04-18,2018
Transamerica and others.,Coverfox,round_298,Private Equity,22000000.0,2018-04-18,2018
TR Capital,Lenskart,round_299,Private Equity,,2018-04-19,2018
Shilpa Shetty Kundra,mamaearth,round_300,Private Equity,,2018-04-19,2018
Pravega Ventures and Beenext,Fyle Technologies,round_301,Seed / Angel,1100000.0,2018-04-19,2018
Line Ventures Corporation,True Balance,round_302,Private Equity,23000000.0,2018-04-19,2018
Line Corp,True Balance,round_302,Private Equity,23000000.0,2018-04-19,2018
Naver,True Balance,round_302,Private Equity,23000000.0,2018-04-19,2018
Shinhan Bank and TS Investment,True Balance,round_302,Private Equity,23000000.0,2018-04-19,2018
Biz Stone,Visit,round_303,Private Equity,,2018-04-22,2018
Kunal Bahl,Visit,round_303,Private Equity,,2018-04-22,2018
Rohit Bansal,Visit,round_303,Private Equity,,2018-04-22,2018
Alagu Periyannan and Karthee Madasamy,Visit,round_303,Private Equity,,2018-04-22,2018
Vidal Healthcare,Doxper,round_304,Seed / Angel,1900000.0,2018-04-22,2018
Sunil Munjal,Nykaa,round_305,Private Equity,11000000.0,2018-04-22,2018
Harsh Mariwala,Nykaa,round_305,Private Equity,11000000.0,2018-04-22,2018
Dalip Pathak and Others,Nykaa,round_305,Private Equity,11000000.0,2018-04-22,2018
Amazon,Capital Float,round_307,Private Equity,22000000.0,2018-04-23,2018
GEMS Advisory,Trip shelf,round_308,Seed / Angel,246000.0,2018-04-25,2018
Alok Mittal and Sachin Bhatia,Trip shelf,round_308,Seed / Angel,246000.0,2018-04-25,2018
Neoplux,POPxo,round_309,Private Equity,5500000.0,2018-04-26,2018
OPPO,POPxo,round_309,Private Equity,5500000.0,2018-04-26,2018
IDG Ventures India,POPxo,round_309,Private Equity,5500000.0,2018-04-26,2018
Kalaari Capital,POPxo,round_309,Private Equity,5500000.0,2018-04-26,2018
GREE Ventures and Summit Media,POPxo,round_309,Private Equity,5500000.0,2018-04-26,2018
Omidyar Network,RailYatri,round_310,Private Equity,,2018-04-26,2018
Nandan Nilekani,RailYatri,round_310,Private Equity,,2018-04-26,2018
Blume Ventures,RailYatri,round_310,Private Equity,,2018-04-26,2018
Helion Venture Partners,RailYatri,round_310,Private Equity,,2018-04-26,2018
Sequoia Capital,1mg,round_311,Private Equity,10000000.0,2018-04-27,2018
Maverick Capital Ltd and HBM Healthcare Investments Ltd,1mg,round_311,Private Equity,10000000.0,2018-04-27,2018
Emery Capital,Rubique,round_312,Private Equity,,2018-04-29,2018
Blacksoil and Kalaari Capital,Rubique,round_312,Private Equity,,2018-04-29,2018
Bay Capital Investments and Others,Samco,round_313,Private Equity,7500000.0,2018-04-30,2018
SAR Group,MyLoanCare,round_314,Seed / Angel,978000.0,2018-04-30,2018
Bessemer Venture Partners and Orios Venture Partners,PharmEasy,round_315,Private Equity,,2018-03-01,2018
JM Financials and MEMG,PharmEasy,round_315,Private Equity,,2018-03-01,2018
CBA Capital and others,Buddy4studdy,round_316,Private Equity,3000000.0,2018-03-01,2018
Sequoia Capital,Urban Ladder,round_317,Private Equity,12000000.0,2018-03-01,2018
SAIF Partners and Kalaari capital,Urban Ladder,round_317,Private Equity,12000000.0,2018-03-01,2018
Baskar Subramanian,Kuvera,round_318,Seed / Angel,250000.0,2018-03-03,2018
Saket Kumar,Kuvera,round_318,Seed / Angel,250000.0,2018-03-03,2018
Gaurav Suri and Ankit Kesarwani,Kuvera,round_318,Seed / Angel,250000.0,2018-03-03,2018
InfoEdge,Gramophone,round_319,Seed / Angel,1000000.0,2018-03-04,2018
Ranjan Pai,Wellthy,round_320,Private Equity,2100000.0,2018-03-05,2018
Apoorva Patni,Wellthy,round_320,Private Equity,2100000.0,2018-03-05,2018
Beenext Ventures,Wellthy,round_320,Private Equity,2100000.0,2018-03-05,2018
GrowX Ventures,Wellthy,round_320,Private Equity,2100000.0,2018-03-05,2018
HDFC Life,MedGenome,round_321,Private Equity,10000000.0,2018-03-05,2018
HDFC Asset Management,MedGenome,round_321,Private Equity,10000000.0,2018-03-05,2018
Sequoia Capital,Finova Capital,round_322,Private Equity,6000000.0,2018-03-05,2018
Vertex Ventures,Hotelogix,round_323,Private Equity,5000000.0,2018-03-05,2018
Accel Partners and Saama Capital,Hotelogix,round_323,Private Equity,5000000.0,2018-03-05,2018
Nexus Venture Partners,Livehealth,round_324,Seed / Angel,1100000.0,2018-03-04,2018
Avendus Finance Pvt. Ltd,Ad2pro,round_325,Debt,9700000.0,2018-03-06,2018
Aegon NV,Coverfox,round_326,Private Equity,7600000.0,2018-03-06,2018
State Street Global Advisors,Pepperfry,round_327,Private Equity,38400000.0,2018-03-08,2018
Trifecta Capital,Magicpin,round_328,Debt,1000000.0,2018-03-08,2018
HR Fund,HealthCare,round_329,Seed / Angel,1000000.0,2018-03-12,2018
Actis,PineLabs,round_330,Private Equity,82000000.0,2018-03-13,2018
Altimeter Capital,PineLabs,round_330,Private Equity,82000000.0,2018-03-13,2018
Venkat Subramanian,Stumagz,round_331,Seed / Angel,,2018-03-14,2018
